"","time","region","SIG_CD","x","y","cases","R"
"1",2024,"강원-강릉시",42150,128.8323789,37.70910197,0,NA
"2",2024.01923076923,"강원-강릉시",42150,128.8323789,37.70910197,0,NA
"3",2024.03846153846,"강원-강릉시",42150,128.8323789,37.70910197,0,NA
"4",2024.05769230769,"강원-강릉시",42150,128.8323789,37.70910197,0,NA
"5",2024.07692307692,"강원-강릉시",42150,128.8323789,37.70910197,0,NA
"6",2024.09615384615,"강원-강릉시",42150,128.8323789,37.70910197,0,1.38546652706128
"7",2024.11538461538,"강원-강릉시",42150,128.8323789,37.70910197,0,1.39938729429682
"8",2024.13461538462,"강원-강릉시",42150,128.8323789,37.70910197,0,1.41610864020673
"9",2024.15384615385,"강원-강릉시",42150,128.8323789,37.70910197,0,1.43470977228653
"10",2024.17307692308,"강원-강릉시",42150,128.8323789,37.70910197,0,1.45396309981013
"11",2024.19230769231,"강원-강릉시",42150,128.8323789,37.70910197,0,1.47241065066138
"12",2024.21153846154,"강원-강릉시",42150,128.8323789,37.70910197,0,1.48846124513697
"13",2024.23076923077,"강원-강릉시",42150,128.8323789,37.70910197,0,1.50050763826581
"14",2024.25,"강원-강릉시",42150,128.8323789,37.70910197,0,1.50705747843001
"15",2024.26923076923,"강원-강릉시",42150,128.8323789,37.70910197,0,1.50686671956757
"16",2024.28846153846,"강원-강릉시",42150,128.8323789,37.70910197,0,1.49906043595961
"17",2024.30769230769,"강원-강릉시",42150,128.8323789,37.70910197,0,1.4832250620354
"18",2024.32692307692,"강원-강릉시",42150,128.8323789,37.70910197,0,1.45945859150685
"19",2024.34615384615,"강원-강릉시",42150,128.8323789,37.70910197,0,1.42837100216315
"20",2024.36538461538,"강원-강릉시",42150,128.8323789,37.70910197,0,1.39103495038537
"21",2024.38461538462,"강원-강릉시",42150,128.8323789,37.70910197,0,1.34889475884877
"22",2024.40384615385,"강원-강릉시",42150,128.8323789,37.70910197,0,1.30364795809662
"23",2024.42307692308,"강원-강릉시",42150,128.8323789,37.70910197,0,1.25711671311299
"24",2024.44230769231,"강원-강릉시",42150,128.8323789,37.70910197,0,1.21112589056387
"25",2024.46153846154,"강원-강릉시",42150,128.8323789,37.70910197,0,1.1674008237393
"26",2024.48076923077,"강원-강릉시",42150,128.8323789,37.70910197,1,1.12749224527245
"27",2024.5,"강원-강릉시",42150,128.8323789,37.70910197,1,1.09272984624088
"28",2024.51923076923,"강원-강릉시",42150,128.8323789,37.70910197,1,1.06420072858061
"29",2024.53846153846,"강원-강릉시",42150,128.8323789,37.70910197,0,1.04274541022689
"30",2024.55769230769,"강원-강릉시",42150,128.8323789,37.70910197,0,1.02896228217227
"31",2024.57692307692,"강원-강릉시",42150,128.8323789,37.70910197,0,1.02321141546818
"32",2024.59615384615,"강원-강릉시",42150,128.8323789,37.70910197,0,1.02561014270346
"33",2024.61538461538,"강원-강릉시",42150,128.8323789,37.70910197,0,1.03601566999794
"34",2024.63461538462,"강원-강릉시",42150,128.8323789,37.70910197,0,1.05399392500955
"35",2024.65384615385,"강원-강릉시",42150,128.8323789,37.70910197,0,1.07877865678768
"36",2024.67307692308,"강원-강릉시",42150,128.8323789,37.70910197,0,1.10922996610822
"37",2024.69230769231,"강원-강릉시",42150,128.8323789,37.70910197,0,1.14380605526449
"38",2024.71153846154,"강원-강릉시",42150,128.8323789,37.70910197,0,1.18056475741591
"39",2024.73076923077,"강원-강릉시",42150,128.8323789,37.70910197,0,1.21721092120777
"40",2024.75,"강원-강릉시",42150,128.8323789,37.70910197,1,1.25120090632697
"41",2024.76923076923,"강원-강릉시",42150,128.8323789,37.70910197,1,1.27990610200854
"42",2024.78846153846,"강원-강릉시",42150,128.8323789,37.70910197,0,1.30082467023525
"43",2024.80769230769,"강원-강릉시",42150,128.8323789,37.70910197,1,1.31181727266331
"44",2024.82692307692,"강원-강릉시",42150,128.8323789,37.70910197,0,1.31133207513433
"45",2024.84615384615,"강원-강릉시",42150,128.8323789,37.70910197,0,1.29858059795171
"46",2024.86538461538,"강원-강릉시",42150,128.8323789,37.70910197,1,1.27363136749208
"47",2024.88461538462,"강원-강릉시",42150,128.8323789,37.70910197,1,1.23740252787776
"48",2024.90384615385,"강원-강릉시",42150,128.8323789,37.70910197,2,1.1915542424551
"49",2024.92307692308,"강원-강릉시",42150,128.8323789,37.70910197,4,1.13830139644512
"50",2024.94230769231,"강원-강릉시",42150,128.8323789,37.70910197,2,1.0801812328598
"51",2024.96153846154,"강원-강릉시",42150,128.8323789,37.70910197,2,1.01981554446381
"52",2024.98076923077,"강원-강릉시",42150,128.8323789,37.70910197,2,0.959702541345475
"53",2025,"강원-강릉시",42150,128.8323789,37.70910197,1,0.902062117701011
"54",2025.01923076923,"강원-강릉시",42150,128.8323789,37.70910197,2,0.848744118659562
"55",2025.03846153846,"강원-강릉시",42150,128.8323789,37.70910197,1,0.801196348957
"56",2025.05769230769,"강원-강릉시",42150,128.8323789,37.70910197,0,0.7604800326858
"57",2025.07692307692,"강원-강릉시",42150,128.8323789,37.70910197,1,0.727315989111675
"58",2025.09615384615,"강원-강릉시",42150,128.8323789,37.70910197,0,0.702144287763846
"59",2025.11538461538,"강원-강릉시",42150,128.8323789,37.70910197,1,0.685182283515806
"60",2025.13461538462,"강원-강릉시",42150,128.8323789,37.70910197,0,0.676469451483178
"61",2025.15384615385,"강원-강릉시",42150,128.8323789,37.70910197,0,0.675891542178389
"62",2025.17307692308,"강원-강릉시",42150,128.8323789,37.70910197,0,0.683180986941537
"63",2025.19230769231,"강원-강릉시",42150,128.8323789,37.70910197,0,0.697895237982193
