"","region1","region2","region","cases","week","year","x","y","SIG_CD"
"6708","경남","의령군","경남-의령군",0,20,2025,128.2770578,35.39243102,48720
"6709","경남","의령군","경남-의령군",0,21,2025,128.2770578,35.39243102,48720
"6710","경남","의령군","경남-의령군",0,22,2025,128.2770578,35.39243102,48720
"6711","경남","의령군","경남-의령군",0,23,2025,128.2770578,35.39243102,48720
"6712","경남","의령군","경남-의령군",0,24,2025,128.2770578,35.39243102,48720
"6713","경남","의령군","경남-의령군",0,25,2025,128.2770578,35.39243102,48720
"6714","경남","의령군","경남-의령군",0,26,2025,128.2770578,35.39243102,48720
"6715","경남","의령군","경남-의령군",0,27,2025,128.2770578,35.39243102,48720
"6716","경남","의령군","경남-의령군",0,34,2024,128.2770578,35.39243102,48720
"6717","경남","의령군","경남-의령군",0,35,2024,128.2770578,35.39243102,48720
"6718","경남","의령군","경남-의령군",0,36,2024,128.2770578,35.39243102,48720
"6719","경남","의령군","경남-의령군",0,37,2024,128.2770578,35.39243102,48720
"6720","경남","의령군","경남-의령군",0,38,2024,128.2770578,35.39243102,48720
"6721","경남","의령군","경남-의령군",0,39,2024,128.2770578,35.39243102,48720
"6722","경남","의령군","경남-의령군",0,40,2024,128.2770578,35.39243102,48720
"6723","경남","의령군","경남-의령군",0,41,2024,128.2770578,35.39243102,48720
"6724","경남","의령군","경남-의령군",0,1,2024,128.2770578,35.39243102,48720
"6725","경남","의령군","경남-의령군",0,2,2024,128.2770578,35.39243102,48720
"6726","경남","의령군","경남-의령군",0,3,2024,128.2770578,35.39243102,48720
"6727","경남","의령군","경남-의령군",0,4,2024,128.2770578,35.39243102,48720
"6728","경남","의령군","경남-의령군",0,5,2024,128.2770578,35.39243102,48720
"6729","경남","의령군","경남-의령군",0,6,2024,128.2770578,35.39243102,48720
"6730","경남","의령군","경남-의령군",0,7,2024,128.2770578,35.39243102,48720
"6731","경남","의령군","경남-의령군",0,8,2024,128.2770578,35.39243102,48720
"6732","경남","의령군","경남-의령군",0,9,2024,128.2770578,35.39243102,48720
"6733","경남","의령군","경남-의령군",0,10,2024,128.2770578,35.39243102,48720
"6734","경남","의령군","경남-의령군",0,11,2024,128.2770578,35.39243102,48720
"6735","경남","의령군","경남-의령군",0,12,2024,128.2770578,35.39243102,48720
"6736","경남","의령군","경남-의령군",0,13,2024,128.2770578,35.39243102,48720
"6737","경남","의령군","경남-의령군",0,14,2024,128.2770578,35.39243102,48720
"6738","경남","의령군","경남-의령군",0,15,2024,128.2770578,35.39243102,48720
"6739","경남","의령군","경남-의령군",0,16,2024,128.2770578,35.39243102,48720
"6740","경남","의령군","경남-의령군",0,17,2024,128.2770578,35.39243102,48720
"6741","경남","의령군","경남-의령군",0,18,2024,128.2770578,35.39243102,48720
"6742","경남","의령군","경남-의령군",0,19,2024,128.2770578,35.39243102,48720
"6743","경남","의령군","경남-의령군",0,20,2024,128.2770578,35.39243102,48720
"6744","경남","의령군","경남-의령군",0,21,2024,128.2770578,35.39243102,48720
"6745","경남","의령군","경남-의령군",1,22,2024,128.2770578,35.39243102,48720
"6746","경남","의령군","경남-의령군",1,31,2025,128.2770578,35.39243102,48720
"6747","경남","의령군","경남-의령군",0,32,2025,128.2770578,35.39243102,48720
"6748","경남","의령군","경남-의령군",0,33,2025,128.2770578,35.39243102,48720
"6749","경남","의령군","경남-의령군",0,34,2025,128.2770578,35.39243102,48720
"6750","경남","의령군","경남-의령군",0,35,2025,128.2770578,35.39243102,48720
"6751","경남","의령군","경남-의령군",0,36,2025,128.2770578,35.39243102,48720
"6752","경남","의령군","경남-의령군",0,37,2025,128.2770578,35.39243102,48720
"6753","경남","의령군","경남-의령군",0,38,2025,128.2770578,35.39243102,48720
"6754","경남","의령군","경남-의령군",1,39,2025,128.2770578,35.39243102,48720
"6755","경남","의령군","경남-의령군",0,40,2025,128.2770578,35.39243102,48720
"6756","경남","의령군","경남-의령군",0,41,2025,128.2770578,35.39243102,48720
"6757","경남","의령군","경남-의령군",0,42,2025,128.2770578,35.39243102,48720
"6758","경남","의령군","경남-의령군",0,43,2025,128.2770578,35.39243102,48720
"6759","경남","의령군","경남-의령군",0,44,2025,128.2770578,35.39243102,48720
"6760","경남","의령군","경남-의령군",0,45,2025,128.2770578,35.39243102,48720
"6761","경남","의령군","경남-의령군",0,5,2025,128.2770578,35.39243102,48720
"6762","경남","의령군","경남-의령군",0,6,2025,128.2770578,35.39243102,48720
"6763","경남","의령군","경남-의령군",0,7,2025,128.2770578,35.39243102,48720
"6764","경남","의령군","경남-의령군",0,8,2025,128.2770578,35.39243102,48720
"6765","경남","의령군","경남-의령군",0,9,2025,128.2770578,35.39243102,48720
"6766","경남","의령군","경남-의령군",0,10,2025,128.2770578,35.39243102,48720
"6767","경남","의령군","경남-의령군",0,11,2025,128.2770578,35.39243102,48720
"6768","경남","의령군","경남-의령군",0,12,2025,128.2770578,35.39243102,48720
"6769","경남","의령군","경남-의령군",0,13,2025,128.2770578,35.39243102,48720
"6770","경남","의령군","경남-의령군",0,14,2025,128.2770578,35.39243102,48720
"6771","경남","의령군","경남-의령군",0,15,2025,128.2770578,35.39243102,48720
"6772","경남","의령군","경남-의령군",0,16,2025,128.2770578,35.39243102,48720
"6773","경남","의령군","경남-의령군",0,17,2025,128.2770578,35.39243102,48720
"6774","경남","의령군","경남-의령군",0,18,2025,128.2770578,35.39243102,48720
"6775","경남","의령군","경남-의령군",0,19,2025,128.2770578,35.39243102,48720
"6776","경남","의령군","경남-의령군",1,26,2024,128.2770578,35.39243102,48720
"6777","경남","의령군","경남-의령군",8,27,2024,128.2770578,35.39243102,48720
"6778","경남","의령군","경남-의령군",10,28,2024,128.2770578,35.39243102,48720
"6779","경남","의령군","경남-의령군",2,29,2024,128.2770578,35.39243102,48720
"6780","경남","의령군","경남-의령군",0,30,2024,128.2770578,35.39243102,48720
"6781","경남","의령군","경남-의령군",0,31,2024,128.2770578,35.39243102,48720
"6782","경남","의령군","경남-의령군",2,32,2024,128.2770578,35.39243102,48720
"6783","경남","의령군","경남-의령군",1,33,2024,128.2770578,35.39243102,48720
"6784","경남","의령군","경남-의령군",0,1,2025,128.2770578,35.39243102,48720
"6785","경남","의령군","경남-의령군",0,2,2025,128.2770578,35.39243102,48720
"6786","경남","의령군","경남-의령군",0,23,2024,128.2770578,35.39243102,48720
"6787","경남","의령군","경남-의령군",0,24,2024,128.2770578,35.39243102,48720
"6788","경남","의령군","경남-의령군",2,25,2024,128.2770578,35.39243102,48720
"6789","경남","의령군","경남-의령군",0,3,2025,128.2770578,35.39243102,48720
"6790","경남","의령군","경남-의령군",0,4,2025,128.2770578,35.39243102,48720
"6791","경남","진주시","경남-진주시",0,42,2024,128.1298011,35.20515765,48170
"6792","경남","진주시","경남-진주시",2,43,2024,128.1298011,35.20515765,48170
"6793","경남","진주시","경남-진주시",9,46,2024,128.1298011,35.20515765,48170
"6794","경남","진주시","경남-진주시",21,47,2024,128.1298011,35.20515765,48170
"6795","경남","진주시","경남-진주시",7,44,2024,128.1298011,35.20515765,48170
"6796","경남","진주시","경남-진주시",13,45,2024,128.1298011,35.20515765,48170
"6797","경남","진주시","경남-진주시",11,50,2024,128.1298011,35.20515765,48170
"6798","경남","진주시","경남-진주시",19,51,2024,128.1298011,35.20515765,48170
"6799","경남","진주시","경남-진주시",12,48,2024,128.1298011,35.20515765,48170
"6800","경남","진주시","경남-진주시",6,49,2024,128.1298011,35.20515765,48170
"6801","경남","진주시","경남-진주시",1,27,2024,128.1298011,35.20515765,48170
"6802","경남","진주시","경남-진주시",1,28,2024,128.1298011,35.20515765,48170
"6803","경남","진주시","경남-진주시",4,29,2024,128.1298011,35.20515765,48170
"6804","경남","진주시","경남-진주시",0,30,2024,128.1298011,35.20515765,48170
"6805","경남","진주시","경남-진주시",1,31,2024,128.1298011,35.20515765,48170
"6806","경남","진주시","경남-진주시",0,32,2024,128.1298011,35.20515765,48170
"6807","경남","진주시","경남-진주시",1,33,2024,128.1298011,35.20515765,48170
"6808","경남","진주시","경남-진주시",0,34,2024,128.1298011,35.20515765,48170
"6809","경남","진주시","경남-진주시",0,35,2024,128.1298011,35.20515765,48170
"6810","경남","진주시","경남-진주시",0,36,2024,128.1298011,35.20515765,48170
"6811","경남","진주시","경남-진주시",1,37,2024,128.1298011,35.20515765,48170
"6812","경남","진주시","경남-진주시",0,38,2024,128.1298011,35.20515765,48170
"6813","경남","진주시","경남-진주시",1,39,2024,128.1298011,35.20515765,48170
"6814","경남","진주시","경남-진주시",1,40,2024,128.1298011,35.20515765,48170
"6815","경남","진주시","경남-진주시",2,41,2024,128.1298011,35.20515765,48170
"6816","경남","진주시","경남-진주시",0,1,2024,128.1298011,35.20515765,48170
"6817","경남","진주시","경남-진주시",0,2,2024,128.1298011,35.20515765,48170
"6818","경남","진주시","경남-진주시",1,3,2024,128.1298011,35.20515765,48170
"6819","경남","진주시","경남-진주시",0,4,2024,128.1298011,35.20515765,48170
"6820","경남","진주시","경남-진주시",0,5,2024,128.1298011,35.20515765,48170
"6821","경남","진주시","경남-진주시",0,6,2024,128.1298011,35.20515765,48170
"6822","경남","진주시","경남-진주시",0,7,2024,128.1298011,35.20515765,48170
"6823","경남","진주시","경남-진주시",0,8,2024,128.1298011,35.20515765,48170
"6824","경남","진주시","경남-진주시",0,9,2024,128.1298011,35.20515765,48170
"6825","경남","진주시","경남-진주시",0,10,2024,128.1298011,35.20515765,48170
"6826","경남","진주시","경남-진주시",0,11,2024,128.1298011,35.20515765,48170
"6827","경남","진주시","경남-진주시",0,12,2024,128.1298011,35.20515765,48170
"6828","경남","진주시","경남-진주시",1,13,2024,128.1298011,35.20515765,48170
"6829","경남","진주시","경남-진주시",0,14,2024,128.1298011,35.20515765,48170
"6830","경남","진주시","경남-진주시",0,15,2024,128.1298011,35.20515765,48170
"6831","경남","진주시","경남-진주시",2,16,2024,128.1298011,35.20515765,48170
"6832","경남","진주시","경남-진주시",0,17,2024,128.1298011,35.20515765,48170
"6833","경남","진주시","경남-진주시",2,18,2024,128.1298011,35.20515765,48170
"6834","경남","진주시","경남-진주시",0,19,2024,128.1298011,35.20515765,48170
"6835","경남","진주시","경남-진주시",3,20,2024,128.1298011,35.20515765,48170
"6836","경남","진주시","경남-진주시",1,21,2024,128.1298011,35.20515765,48170
"6837","경남","진주시","경남-진주시",4,22,2024,128.1298011,35.20515765,48170
"6838","경남","진주시","경남-진주시",1,23,2024,128.1298011,35.20515765,48170
"6839","경남","진주시","경남-진주시",0,24,2024,128.1298011,35.20515765,48170
"6840","경남","진주시","경남-진주시",0,25,2024,128.1298011,35.20515765,48170
"6841","경남","진주시","경남-진주시",1,26,2024,128.1298011,35.20515765,48170
"6842","경남","진주시","경남-진주시",13,1,2025,128.1298011,35.20515765,48170
"6843","경남","진주시","경남-진주시",6,2,2025,128.1298011,35.20515765,48170
"6844","경남","진주시","경남-진주시",5,3,2025,128.1298011,35.20515765,48170
"6845","경남","진주시","경남-진주시",5,4,2025,128.1298011,35.20515765,48170
"6846","경남","진주시","경남-진주시",0,5,2025,128.1298011,35.20515765,48170
"6847","경남","진주시","경남-진주시",2,6,2025,128.1298011,35.20515765,48170
"6848","경남","진주시","경남-진주시",0,7,2025,128.1298011,35.20515765,48170
"6849","경남","진주시","경남-진주시",1,8,2025,128.1298011,35.20515765,48170
"6850","경남","진주시","경남-진주시",2,9,2025,128.1298011,35.20515765,48170
"6851","경남","진주시","경남-진주시",0,10,2025,128.1298011,35.20515765,48170
"6852","경남","진주시","경남-진주시",0,11,2025,128.1298011,35.20515765,48170
"6853","경남","진주시","경남-진주시",2,12,2025,128.1298011,35.20515765,48170
"6854","경남","진주시","경남-진주시",1,13,2025,128.1298011,35.20515765,48170
"6855","경남","진주시","경남-진주시",3,14,2025,128.1298011,35.20515765,48170
"6856","경남","진주시","경남-진주시",1,15,2025,128.1298011,35.20515765,48170
"6857","경남","진주시","경남-진주시",2,16,2025,128.1298011,35.20515765,48170
"6858","경남","진주시","경남-진주시",1,17,2025,128.1298011,35.20515765,48170
"6859","경남","진주시","경남-진주시",0,18,2025,128.1298011,35.20515765,48170
"6860","경남","진주시","경남-진주시",1,19,2025,128.1298011,35.20515765,48170
"6861","경남","진주시","경남-진주시",3,20,2025,128.1298011,35.20515765,48170
"6862","경남","진주시","경남-진주시",1,21,2025,128.1298011,35.20515765,48170
"6863","경남","진주시","경남-진주시",0,22,2025,128.1298011,35.20515765,48170
"6864","경남","진주시","경남-진주시",4,23,2025,128.1298011,35.20515765,48170
"6865","경남","진주시","경남-진주시",0,24,2025,128.1298011,35.20515765,48170
"6866","경남","진주시","경남-진주시",4,25,2025,128.1298011,35.20515765,48170
"6867","경남","진주시","경남-진주시",0,26,2025,128.1298011,35.20515765,48170
"6868","경남","진주시","경남-진주시",0,27,2025,128.1298011,35.20515765,48170
"6869","경남","진주시","경남-진주시",1,28,2025,128.1298011,35.20515765,48170
"6870","경남","진주시","경남-진주시",2,29,2025,128.1298011,35.20515765,48170
"6871","경남","진주시","경남-진주시",1,30,2025,128.1298011,35.20515765,48170
"6872","경남","진주시","경남-진주시",0,31,2025,128.1298011,35.20515765,48170
"6873","경남","진주시","경남-진주시",0,32,2025,128.1298011,35.20515765,48170
"6874","경남","진주시","경남-진주시",0,33,2025,128.1298011,35.20515765,48170
"6875","경남","진주시","경남-진주시",0,34,2025,128.1298011,35.20515765,48170
"6876","경남","진주시","경남-진주시",0,35,2025,128.1298011,35.20515765,48170
"6877","경남","진주시","경남-진주시",1,36,2025,128.1298011,35.20515765,48170
"6878","경남","진주시","경남-진주시",3,37,2025,128.1298011,35.20515765,48170
"6879","경남","진주시","경남-진주시",3,38,2025,128.1298011,35.20515765,48170
"6880","경남","진주시","경남-진주시",2,39,2025,128.1298011,35.20515765,48170
"6881","경남","진주시","경남-진주시",0,40,2025,128.1298011,35.20515765,48170
"6882","경남","진주시","경남-진주시",0,41,2025,128.1298011,35.20515765,48170
"6883","경남","진주시","경남-진주시",2,42,2025,128.1298011,35.20515765,48170
"6884","경남","진주시","경남-진주시",0,43,2025,128.1298011,35.20515765,48170
"6885","경남","진주시","경남-진주시",0,44,2025,128.1298011,35.20515765,48170
"6886","경남","진주시","경남-진주시",0,45,2025,128.1298011,35.20515765,48170
"6887","경남","진주시","경남-진주시",14,52,2024,128.1298011,35.20515765,48170
"6888","경남","창녕군","경남-창녕군",0,1,2025,128.4930519,35.50822773,48740
"6889","경남","창녕군","경남-창녕군",0,3,2025,128.4930519,35.50822773,48740
"6890","경남","창녕군","경남-창녕군",2,4,2025,128.4930519,35.50822773,48740
"6891","경남","창녕군","경남-창녕군",0,5,2025,128.4930519,35.50822773,48740
"6892","경남","창녕군","경남-창녕군",0,2,2025,128.4930519,35.50822773,48740
"6893","경남","창녕군","경남-창녕군",0,7,2025,128.4930519,35.50822773,48740
"6894","경남","창녕군","경남-창녕군",0,8,2025,128.4930519,35.50822773,48740
"6895","경남","창녕군","경남-창녕군",0,9,2025,128.4930519,35.50822773,48740
"6896","경남","창녕군","경남-창녕군",0,6,2025,128.4930519,35.50822773,48740
"6897","경남","창녕군","경남-창녕군",0,11,2025,128.4930519,35.50822773,48740
"6898","경남","창녕군","경남-창녕군",0,12,2025,128.4930519,35.50822773,48740
"6899","경남","창녕군","경남-창녕군",3,13,2025,128.4930519,35.50822773,48740
"6900","경남","창녕군","경남-창녕군",0,14,2025,128.4930519,35.50822773,48740
"6901","경남","창녕군","경남-창녕군",0,15,2025,128.4930519,35.50822773,48740
"6902","경남","창녕군","경남-창녕군",0,16,2025,128.4930519,35.50822773,48740
"6903","경남","창녕군","경남-창녕군",0,17,2025,128.4930519,35.50822773,48740
"6904","경남","창녕군","경남-창녕군",0,18,2025,128.4930519,35.50822773,48740
"6905","경남","창녕군","경남-창녕군",0,19,2025,128.4930519,35.50822773,48740
"6906","경남","창녕군","경남-창녕군",0,20,2025,128.4930519,35.50822773,48740
"6907","경남","창녕군","경남-창녕군",0,21,2025,128.4930519,35.50822773,48740
"6908","경남","창녕군","경남-창녕군",0,22,2025,128.4930519,35.50822773,48740
"6909","경남","창녕군","경남-창녕군",0,10,2025,128.4930519,35.50822773,48740
"6910","경남","창녕군","경남-창녕군",0,24,2025,128.4930519,35.50822773,48740
"6911","경남","창녕군","경남-창녕군",0,25,2025,128.4930519,35.50822773,48740
"6912","경남","창녕군","경남-창녕군",0,26,2025,128.4930519,35.50822773,48740
"6913","경남","창녕군","경남-창녕군",1,27,2025,128.4930519,35.50822773,48740
"6914","경남","창녕군","경남-창녕군",0,28,2025,128.4930519,35.50822773,48740
"6915","경남","창녕군","경남-창녕군",0,29,2025,128.4930519,35.50822773,48740
"6916","경남","창녕군","경남-창녕군",0,30,2025,128.4930519,35.50822773,48740
"6917","경남","창녕군","경남-창녕군",0,31,2025,128.4930519,35.50822773,48740
"6918","경남","창녕군","경남-창녕군",0,32,2025,128.4930519,35.50822773,48740
"6919","경남","창녕군","경남-창녕군",0,33,2025,128.4930519,35.50822773,48740
"6920","경남","창녕군","경남-창녕군",0,34,2025,128.4930519,35.50822773,48740
"6921","경남","창녕군","경남-창녕군",0,35,2025,128.4930519,35.50822773,48740
"6922","경남","창녕군","경남-창녕군",0,36,2025,128.4930519,35.50822773,48740
"6923","경남","창녕군","경남-창녕군",0,37,2025,128.4930519,35.50822773,48740
"6924","경남","창녕군","경남-창녕군",0,38,2025,128.4930519,35.50822773,48740
"6925","경남","창녕군","경남-창녕군",0,39,2025,128.4930519,35.50822773,48740
"6926","경남","창녕군","경남-창녕군",0,40,2025,128.4930519,35.50822773,48740
"6927","경남","창녕군","경남-창녕군",0,41,2025,128.4930519,35.50822773,48740
"6928","경남","창녕군","경남-창녕군",0,42,2025,128.4930519,35.50822773,48740
"6929","경남","창녕군","경남-창녕군",0,43,2025,128.4930519,35.50822773,48740
"6930","경남","창녕군","경남-창녕군",0,44,2025,128.4930519,35.50822773,48740
"6931","경남","창녕군","경남-창녕군",0,45,2025,128.4930519,35.50822773,48740
"6932","경남","창녕군","경남-창녕군",0,23,2024,128.4930519,35.50822773,48740
"6933","경남","창녕군","경남-창녕군",0,24,2024,128.4930519,35.50822773,48740
"6934","경남","창녕군","경남-창녕군",0,25,2024,128.4930519,35.50822773,48740
"6935","경남","창녕군","경남-창녕군",5,26,2024,128.4930519,35.50822773,48740
"6936","경남","창녕군","경남-창녕군",3,27,2024,128.4930519,35.50822773,48740
"6937","경남","창녕군","경남-창녕군",7,28,2024,128.4930519,35.50822773,48740
"6938","경남","창녕군","경남-창녕군",22,29,2024,128.4930519,35.50822773,48740
"6939","경남","창녕군","경남-창녕군",3,30,2024,128.4930519,35.50822773,48740
"6940","경남","창녕군","경남-창녕군",1,31,2024,128.4930519,35.50822773,48740
"6941","경남","창녕군","경남-창녕군",3,32,2024,128.4930519,35.50822773,48740
"6942","경남","창녕군","경남-창녕군",4,33,2024,128.4930519,35.50822773,48740
"6943","경남","창녕군","경남-창녕군",2,34,2024,128.4930519,35.50822773,48740
"6944","경남","창녕군","경남-창녕군",2,35,2024,128.4930519,35.50822773,48740
"6945","경남","창녕군","경남-창녕군",1,36,2024,128.4930519,35.50822773,48740
"6946","경남","창녕군","경남-창녕군",5,37,2024,128.4930519,35.50822773,48740
"6947","경남","창녕군","경남-창녕군",0,38,2024,128.4930519,35.50822773,48740
"6948","경남","창녕군","경남-창녕군",1,39,2024,128.4930519,35.50822773,48740
"6949","경남","창녕군","경남-창녕군",0,23,2025,128.4930519,35.50822773,48740
"6950","경남","창녕군","경남-창녕군",0,1,2024,128.4930519,35.50822773,48740
"6951","경남","창녕군","경남-창녕군",0,2,2024,128.4930519,35.50822773,48740
"6952","경남","창녕군","경남-창녕군",0,3,2024,128.4930519,35.50822773,48740
"6953","경남","창녕군","경남-창녕군",0,4,2024,128.4930519,35.50822773,48740
"6954","경남","창녕군","경남-창녕군",0,5,2024,128.4930519,35.50822773,48740
"6955","경남","창녕군","경남-창녕군",0,6,2024,128.4930519,35.50822773,48740
"6956","경남","창녕군","경남-창녕군",0,7,2024,128.4930519,35.50822773,48740
"6957","경남","창녕군","경남-창녕군",0,8,2024,128.4930519,35.50822773,48740
"6958","경남","창녕군","경남-창녕군",0,9,2024,128.4930519,35.50822773,48740
"6959","경남","창녕군","경남-창녕군",0,10,2024,128.4930519,35.50822773,48740
"6960","경남","창녕군","경남-창녕군",0,11,2024,128.4930519,35.50822773,48740
"6961","경남","창녕군","경남-창녕군",0,12,2024,128.4930519,35.50822773,48740
"6962","경남","창녕군","경남-창녕군",0,13,2024,128.4930519,35.50822773,48740
"6963","경남","창녕군","경남-창녕군",0,14,2024,128.4930519,35.50822773,48740
"6964","경남","창녕군","경남-창녕군",0,15,2024,128.4930519,35.50822773,48740
"6965","경남","창녕군","경남-창녕군",0,16,2024,128.4930519,35.50822773,48740
"6966","경남","창녕군","경남-창녕군",0,17,2024,128.4930519,35.50822773,48740
"6967","경남","창녕군","경남-창녕군",1,18,2024,128.4930519,35.50822773,48740
"6968","경남","창녕군","경남-창녕군",0,19,2024,128.4930519,35.50822773,48740
"6969","경남","창녕군","경남-창녕군",1,20,2024,128.4930519,35.50822773,48740
"6970","경남","창녕군","경남-창녕군",0,21,2024,128.4930519,35.50822773,48740
"6971","경남","창녕군","경남-창녕군",0,22,2024,128.4930519,35.50822773,48740
"6972","경남","창녕군","경남-창녕군",0,49,2024,128.4930519,35.50822773,48740
"6973","경남","창녕군","경남-창녕군",0,50,2024,128.4930519,35.50822773,48740
"6974","경남","창녕군","경남-창녕군",0,51,2024,128.4930519,35.50822773,48740
"6975","경남","창녕군","경남-창녕군",0,52,2024,128.4930519,35.50822773,48740
"6976","경남","창녕군","경남-창녕군",3,40,2024,128.4930519,35.50822773,48740
"6977","경남","창녕군","경남-창녕군",2,41,2024,128.4930519,35.50822773,48740
"6978","경남","창녕군","경남-창녕군",0,42,2024,128.4930519,35.50822773,48740
"6979","경남","창녕군","경남-창녕군",1,43,2024,128.4930519,35.50822773,48740
"6980","경남","창녕군","경남-창녕군",2,44,2024,128.4930519,35.50822773,48740
"6981","경남","창녕군","경남-창녕군",1,45,2024,128.4930519,35.50822773,48740
"6982","경남","창녕군","경남-창녕군",1,46,2024,128.4930519,35.50822773,48740
"6983","경남","창녕군","경남-창녕군",2,47,2024,128.4930519,35.50822773,48740
"6984","경남","창녕군","경남-창녕군",1,48,2024,128.4930519,35.50822773,48740
"6985","경남","창원시 마산합포구","경남-창원시 마산합포구",1,7,2024,128.4852558,35.13545806,48125
"6986","경남","창원시 마산합포구","경남-창원시 마산합포구",0,8,2024,128.4852558,35.13545806,48125
"6987","경남","창원시 마산합포구","경남-창원시 마산합포구",0,10,2024,128.4852558,35.13545806,48125
"6988","경남","창원시 마산합포구","경남-창원시 마산합포구",0,11,2024,128.4852558,35.13545806,48125
"6989","경남","창원시 마산합포구","경남-창원시 마산합포구",0,12,2024,128.4852558,35.13545806,48125
"6990","경남","창원시 마산합포구","경남-창원시 마산합포구",0,9,2024,128.4852558,35.13545806,48125
"6991","경남","창원시 마산합포구","경남-창원시 마산합포구",0,1,2024,128.4852558,35.13545806,48125
"6992","경남","창원시 마산합포구","경남-창원시 마산합포구",0,2,2024,128.4852558,35.13545806,48125
"6993","경남","창원시 마산합포구","경남-창원시 마산합포구",0,3,2024,128.4852558,35.13545806,48125
"6994","경남","창원시 마산합포구","경남-창원시 마산합포구",0,4,2024,128.4852558,35.13545806,48125
"6995","경남","창원시 마산합포구","경남-창원시 마산합포구",1,5,2024,128.4852558,35.13545806,48125
"6996","경남","창원시 마산합포구","경남-창원시 마산합포구",0,6,2024,128.4852558,35.13545806,48125
"6997","경남","창원시 마산합포구","경남-창원시 마산합포구",6,20,2024,128.4852558,35.13545806,48125
"6998","경남","창원시 마산합포구","경남-창원시 마산합포구",7,21,2024,128.4852558,35.13545806,48125
"6999","경남","창원시 마산합포구","경남-창원시 마산합포구",18,22,2024,128.4852558,35.13545806,48125
"7000","경남","창원시 마산합포구","경남-창원시 마산합포구",8,23,2024,128.4852558,35.13545806,48125
"7001","경남","창원시 마산합포구","경남-창원시 마산합포구",17,24,2024,128.4852558,35.13545806,48125
"7002","경남","창원시 마산합포구","경남-창원시 마산합포구",30,25,2024,128.4852558,35.13545806,48125
"7003","경남","창원시 마산합포구","경남-창원시 마산합포구",40,26,2024,128.4852558,35.13545806,48125
"7004","경남","창원시 마산합포구","경남-창원시 마산합포구",29,27,2024,128.4852558,35.13545806,48125
"7005","경남","창원시 마산합포구","경남-창원시 마산합포구",32,28,2024,128.4852558,35.13545806,48125
"7006","경남","창원시 마산합포구","경남-창원시 마산합포구",40,29,2024,128.4852558,35.13545806,48125
"7007","경남","창원시 마산합포구","경남-창원시 마산합포구",19,30,2024,128.4852558,35.13545806,48125
"7008","경남","창원시 마산합포구","경남-창원시 마산합포구",5,31,2024,128.4852558,35.13545806,48125
"7009","경남","창원시 마산합포구","경남-창원시 마산합포구",8,32,2024,128.4852558,35.13545806,48125
"7010","경남","창원시 마산합포구","경남-창원시 마산합포구",6,33,2024,128.4852558,35.13545806,48125
"7011","경남","창원시 마산합포구","경남-창원시 마산합포구",7,34,2024,128.4852558,35.13545806,48125
"7012","경남","창원시 마산합포구","경남-창원시 마산합포구",6,35,2024,128.4852558,35.13545806,48125
"7013","경남","창원시 마산합포구","경남-창원시 마산합포구",2,36,2024,128.4852558,35.13545806,48125
"7014","경남","창원시 마산합포구","경남-창원시 마산합포구",2,37,2024,128.4852558,35.13545806,48125
"7015","경남","창원시 마산합포구","경남-창원시 마산합포구",2,38,2024,128.4852558,35.13545806,48125
"7016","경남","창원시 마산합포구","경남-창원시 마산합포구",4,39,2024,128.4852558,35.13545806,48125
"7017","경남","창원시 마산합포구","경남-창원시 마산합포구",2,40,2024,128.4852558,35.13545806,48125
"7018","경남","창원시 마산합포구","경남-창원시 마산합포구",4,41,2024,128.4852558,35.13545806,48125
"7019","경남","창원시 마산합포구","경남-창원시 마산합포구",2,42,2024,128.4852558,35.13545806,48125
"7020","경남","창원시 마산합포구","경남-창원시 마산합포구",0,43,2024,128.4852558,35.13545806,48125
"7021","경남","창원시 마산합포구","경남-창원시 마산합포구",6,44,2024,128.4852558,35.13545806,48125
"7022","경남","창원시 마산합포구","경남-창원시 마산합포구",6,45,2024,128.4852558,35.13545806,48125
"7023","경남","창원시 마산합포구","경남-창원시 마산합포구",1,46,2024,128.4852558,35.13545806,48125
"7024","경남","창원시 마산합포구","경남-창원시 마산합포구",1,47,2024,128.4852558,35.13545806,48125
"7025","경남","창원시 마산합포구","경남-창원시 마산합포구",7,48,2024,128.4852558,35.13545806,48125
"7026","경남","창원시 마산합포구","경남-창원시 마산합포구",2,49,2024,128.4852558,35.13545806,48125
"7027","경남","창원시 마산합포구","경남-창원시 마산합포구",4,50,2024,128.4852558,35.13545806,48125
"7028","경남","창원시 마산합포구","경남-창원시 마산합포구",2,51,2024,128.4852558,35.13545806,48125
"7029","경남","창원시 마산합포구","경남-창원시 마산합포구",0,52,2024,128.4852558,35.13545806,48125
"7030","경남","창원시 마산합포구","경남-창원시 마산합포구",0,13,2024,128.4852558,35.13545806,48125
"7031","경남","창원시 마산합포구","경남-창원시 마산합포구",0,14,2024,128.4852558,35.13545806,48125
"7032","경남","창원시 마산합포구","경남-창원시 마산합포구",0,15,2024,128.4852558,35.13545806,48125
"7033","경남","창원시 마산합포구","경남-창원시 마산합포구",2,16,2024,128.4852558,35.13545806,48125
"7034","경남","창원시 마산합포구","경남-창원시 마산합포구",2,17,2024,128.4852558,35.13545806,48125
"7035","경남","창원시 마산합포구","경남-창원시 마산합포구",11,18,2024,128.4852558,35.13545806,48125
