"","region","S0","Sfinal","I0","rho"
"150","전남-광양시",0.1118953469738,8780.17778711491,0.000305072904852415,0.0180947612852461
"151","전남-구례군",0.191505371662964,708.60685309526,8.01149104650041e-05,0.00129815271127886
"152","전남-나주시",0.151775964793903,3412.53721149334,3.45167387457906e-05,0.00369021190446224
"153","전남-담양군",0.192231414898522,826.290052528878,1.43924132013865e-06,0.00548388457454992
"154","전남-목포시",0.150819843490089,6394.3166756577,6.87293810959211e-05,0.00939617903797201
"155","전남-무안군",0.147298240318235,3215.24446581327,8.25334045291644e-05,0.0110614924295433
"156","전남-보성군",0.192981279118501,469.042376000734,1.00709984955018e-05,0.00665803995874387
"157","전남-순천시",0.155619943951068,7428.09330675237,3.5326365624259e-05,0.00710130828732822
"158","전남-신안군",0.155528420003431,1305.23534833503,0.000106574487514084,0.00210639912073913
"159","전남-영광군",0.148988465792043,1678.18768858826,2.58099138255235e-05,0.00513446722258682
"160","전남-영암군",0.163285721644318,2060.65859111159,0.000354374386993589,0.00957767527494621
"161","전남-완도군",0.304146701956797,81.4432994689449,2.58199144810417e-07,0.0246375959414028
"162","전남-장성군",0.183562383981567,722.36289390146,2.32083730174814e-05,0.00251398138697028
"163","전남-장흥군",0.179422416823395,572.077738379479,1.00597361841996e-05,0.00954986794967261
"164","전남-진도군",0.183557756690729,470.052559877008,2.24729761613224e-05,0.00575087621875574
"165","전남-함평군",0.155372264143497,851.25196620812,6.0265738581353e-05,0.00188692351639712
"166","전남-해남군",0.166995029313129,1421.26069163424,3.81972217967967e-05,0.00702221840738617
"167","전남-화순군",0.0986760457487133,3953.99162576929,0.000265860337711548,0.0614715209889644
"168","전북-고창군",0.165247239738587,1315.29935564642,7.076453482057e-06,0.000709675159532448
"169","전북-김제시",0.146861955063808,2615.9269290321,4.25490706140575e-05,0.00823648772706185
"170","전북-남원시",0.158195626627827,2110.86407204806,1.16953946686908e-05,0.00288985410808846
"171","전북-무주군",0.0130771511796693,298.073961779878,2.21572909889375e-05,0.00176290410901615
"172","전북-부안군",0.132558774845532,2128.7317365786,3.30779531526057e-05,0.00268470983657928
"173","전북-순창군",0.241014388551999,170.933546777851,3.82959415850807e-07,0.00127326807363451
"174","전북-완주군",0.134272895609853,4285.20435096802,0.000146022897263245,0.00557510536316048
"175","전북-임실군",0.141597636867728,1035.60109036623,0.000163101559820701,0.00197135509375806
"176","전북-장수군",0.152731156201684,651.363047404985,8.4238001559356e-05,0.00161487295717021
"177","전북-전주시 덕진구",0.149168455387471,12692.4938419664,0.000184955668104184,0.00362540471277146
"178","전북-전주시 완산구",0.159258361547183,9615.35520503489,8.25779902306142e-05,0.00380324606359048
"179","전북-정읍시",0.121984361207246,5443.13769157365,5.04060788973163e-05,0.00597879156181914
"180","전북-진안군",0.106703269230797,1523.54108131983,0.000160783354799476,0.00193934907480093
"181","제주-서귀포시",0.143580638923636,6773.99163080179,0.000119912475244514,0.00582763406083766
"182","충남-계룡시",0.121464645343227,2349.20316866802,9.58959882113429e-05,0.0131303561909066
"183","충남-공주시",0.142418455448158,3625.35702993491,3.04650241799869e-05,0.00112830543800208
"184","충남-금산군",0.159061028426905,1387.78693621795,1.03973911217778e-05,0.00281202540299354
"185","충남-논산시",0.15151733800151,4617.38769005678,0.00023566696707469,0.00413413497552617
"186","충남-당진시",0.120035580741942,9077.69312747393,0.000354630512053501,0.0088451271429494
"187","충남-보령시",0.154766219460687,2535.18234593082,3.10807859728294e-05,0.00118037400457755
"188","충남-부여군",0.154846718720155,1606.63863226711,3.51208138255498e-05,0.00107988577807236
"189","충남-서산시",0.200385542132479,2026.88605013765,2.91523646389792e-06,0.0117123860111044
"190","충남-서천군",0.178644845688818,810.789426282165,9.67779763806347e-06,0.00287020232704449
"191","충남-아산시",0.156279418197369,11144.7942852171,8.48065644303614e-05,0.00856066279082374
"192","충남-예산군",0.146508454418561,2654.41290742934,7.72811133207953e-05,0.00796895078920285
"193","충남-천안시 동남구",0.160819784089716,6753.81427856252,1.33035728533499e-05,0.00568159359469763
"194","충남-청양군",0.0745482761151735,2145.85158085328,2.18553991160796e-05,0.135739946893035
"195","충남-태안군",0.163184172969138,1482.20614039073,1.14389743262923e-05,0.0053221957186496
"196","충남-홍성군",0.146695035896582,3222.34045180214,4.21346100087756e-05,0.00795011678853135
"197","충북-괴산군",0.204076345876618,384.440571870483,9.00393157573751e-06,0.00810780212349794
"198","충북-단양군",0.291250362337738,538.432992420693,1.59628075846599e-05,0.000953451431193888
"199","충북-보은군",0.161601286300437,1145.7577632178,0.000154122803097627,0.00319606425562868
"200","충북-영동군",0.158316203059525,1202.69112699833,6.22242279277766e-05,0.000718681529379126
"201","충북-옥천군",0.0821235335576081,3748.96608684874,7.20931688799588e-05,0.00899681943858538
"202","충북-음성군",0.142116447600679,4304.81227420539,0.00032595669544948,0.00336258874043365
"203","충북-제천시",0.145852526461698,4764.14339738853,0.000123686188434568,0.0026552865951771
"204","충북-증평군",0.180704660558,762.700562507115,3.94712937701376e-05,0.00353095664282342
"205","충북-진천군",0.136624597869125,4099.45357635609,0.00035553695489975,0.00469892424346713
"206","충북-청주시 상당구",0.159856809249689,6994.75595148247,0.000130982097601853,0.004885120317285
"207","충북-청주시 서원구",0.13386490076728,8467.19736160962,0.000262885430782174,0.00669139243003473
"208","충북-청주시 청원구",0.107985565739927,10952.4957905126,0.000365235984253641,0.0244145159056422
"209","충북-청주시 흥덕구",0.125661185644868,14094.5610759269,0.000189079019568469,0.00572020236777672
"210","충북-충주시",0.138389934595202,7943.91180915859,4.09835703350649e-05,0.00412764460776559
